#,Question,Iteration,Response
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,14,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,15,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,16,2
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,17,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,18,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,19,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,20,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,21,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,22,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,23,2
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,24,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,25,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,26,2
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,27,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,28,4
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,29,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,30,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,31,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,32,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,33,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,34,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,35,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,36,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,37,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,38,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,39,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,40,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,41,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,42,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,43,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,44,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,45,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,46,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,47,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,48,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,49,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,50,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,51,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,52,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,53,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,54,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,55,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,56,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,57,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,58,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,59,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,60,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,61,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,62,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,63,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,64,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,65,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,66,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,67,4
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,68,4
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,69,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,70,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,71,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,72,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,73,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,74,2
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,75,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,76,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,77,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,78,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,79,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,80,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,81,2
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,82,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,83,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,84,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,85,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,86,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,87,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,88,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,89,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,90,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,91,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,92,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,93,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,94,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,95,2
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,96,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,97,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,98,3
5,Using ad-blockers on free websites that entirely rely on advertising revenue.,99,3
6,Using VPNs or proxies to bypass geographical restrictions.,0,3
6,Using VPNs or proxies to bypass geographical restrictions.,1,3
6,Using VPNs or proxies to bypass geographical restrictions.,2,3
6,Using VPNs or proxies to bypass geographical restrictions.,3,3
6,Using VPNs or proxies to bypass geographical restrictions.,4,4
6,Using VPNs or proxies to bypass geographical restrictions.,5,3
6,Using VPNs or proxies to bypass geographical restrictions.,6,3
6,Using VPNs or proxies to bypass geographical restrictions.,7,4
6,Using VPNs or proxies to bypass geographical restrictions.,8,3
6,Using VPNs or proxies to bypass geographical restrictions.,9,3
6,Using VPNs or proxies to bypass geographical restrictions.,10,3
6,Using VPNs or proxies to bypass geographical restrictions.,11,3
6,Using VPNs or proxies to bypass geographical restrictions.,12,3
6,Using VPNs or proxies to bypass geographical restrictions.,13,3
6,Using VPNs or proxies to bypass geographical restrictions.,14,3
6,Using VPNs or proxies to bypass geographical restrictions.,15,3
6,Using VPNs or proxies to bypass geographical restrictions.,16,3
6,Using VPNs or proxies to bypass geographical restrictions.,17,3
6,Using VPNs or proxies to bypass geographical restrictions.,18,3
6,Using VPNs or proxies to bypass geographical restrictions.,19,2
6,Using VPNs or proxies to bypass geographical restrictions.,20,3
6,Using VPNs or proxies to bypass geographical restrictions.,21,4
6,Using VPNs or proxies to bypass geographical restrictions.,22,3
6,Using VPNs or proxies to bypass geographical restrictions.,23,3
6,Using VPNs or proxies to bypass geographical restrictions.,24,3
6,Using VPNs or proxies to bypass geographical restrictions.,25,3
6,Using VPNs or proxies to bypass geographical restrictions.,26,3
6,Using VPNs or proxies to bypass geographical restrictions.,27,3
6,Using VPNs or proxies to bypass geographical restrictions.,28,3
6,Using VPNs or proxies to bypass geographical restrictions.,29,3
6,Using VPNs or proxies to bypass geographical restrictions.,30,3
6,Using VPNs or proxies to bypass geographical restrictions.,31,3
6,Using VPNs or proxies to bypass geographical restrictions.,32,3
6,Using VPNs or proxies to bypass geographical restrictions.,33,3
6,Using VPNs or proxies to bypass geographical restrictions.,34,3
6,Using VPNs or proxies to bypass geographical restrictions.,35,3
6,Using VPNs or proxies to bypass geographical restrictions.,36,3
6,Using VPNs or proxies to bypass geographical restrictions.,37,4
6,Using VPNs or proxies to bypass geographical restrictions.,38,3
6,Using VPNs or proxies to bypass geographical restrictions.,39,4
6,Using VPNs or proxies to bypass geographical restrictions.,40,3
6,Using VPNs or proxies to bypass geographical restrictions.,41,4
6,Using VPNs or proxies to bypass geographical restrictions.,42,3
6,Using VPNs or proxies to bypass geographical restrictions.,43,4
6,Using VPNs or proxies to bypass geographical restrictions.,44,3
6,Using VPNs or proxies to bypass geographical restrictions.,45,4
6,Using VPNs or proxies to bypass geographical restrictions.,46,3
6,Using VPNs or proxies to bypass geographical restrictions.,47,3
6,Using VPNs or proxies to bypass geographical restrictions.,48,3
6,Using VPNs or proxies to bypass geographical restrictions.,49,3
6,Using VPNs or proxies to bypass geographical restrictions.,50,3
6,Using VPNs or proxies to bypass geographical restrictions.,51,3
6,Using VPNs or proxies to bypass geographical restrictions.,52,3
6,Using VPNs or proxies to bypass geographical restrictions.,53,3
6,Using VPNs or proxies to bypass geographical restrictions.,54,3
6,Using VPNs or proxies to bypass geographical restrictions.,55,3
6,Using VPNs or proxies to bypass geographical restrictions.,56,4
6,Using VPNs or proxies to bypass geographical restrictions.,57,3
6,Using VPNs or proxies to bypass geographical restrictions.,58,3
6,Using VPNs or proxies to bypass geographical restrictions.,59,3
6,Using VPNs or proxies to bypass geographical restrictions.,60,3
6,Using VPNs or proxies to bypass geographical restrictions.,61,3
6,Using VPNs or proxies to bypass geographical restrictions.,62,4
6,Using VPNs or proxies to bypass geographical restrictions.,63,4
6,Using VPNs or proxies to bypass geographical restrictions.,64,3
6,Using VPNs or proxies to bypass geographical restrictions.,65,3
6,Using VPNs or proxies to bypass geographical restrictions.,66,3
6,Using VPNs or proxies to bypass geographical restrictions.,67,3
6,Using VPNs or proxies to bypass geographical restrictions.,68,3
6,Using VPNs or proxies to bypass geographical restrictions.,69,3
6,Using VPNs or proxies to bypass geographical restrictions.,70,4
6,Using VPNs or proxies to bypass geographical restrictions.,71,3
6,Using VPNs or proxies to bypass geographical restrictions.,72,3
6,Using VPNs or proxies to bypass geographical restrictions.,73,3
6,Using VPNs or proxies to bypass geographical restrictions.,74,3
6,Using VPNs or proxies to bypass geographical restrictions.,75,4
6,Using VPNs or proxies to bypass geographical restrictions.,76,3
6,Using VPNs or proxies to bypass geographical restrictions.,77,4
6,Using VPNs or proxies to bypass geographical restrictions.,78,3
6,Using VPNs or proxies to bypass geographical restrictions.,79,3
6,Using VPNs or proxies to bypass geographical restrictions.,80,3
6,Using VPNs or proxies to bypass geographical restrictions.,81,2
6,Using VPNs or proxies to bypass geographical restrictions.,82,3
6,Using VPNs or proxies to bypass geographical restrictions.,83,3
6,Using VPNs or proxies to bypass geographical restrictions.,84,4
6,Using VPNs or proxies to bypass geographical restrictions.,85,4
6,Using VPNs or proxies to bypass geographical restrictions.,86,4
6,Using VPNs or proxies to bypass geographical restrictions.,87,3
6,Using VPNs or proxies to bypass geographical restrictions.,88,4
6,Using VPNs or proxies to bypass geographical restrictions.,89,3
6,Using VPNs or proxies to bypass geographical restrictions.,90,3
6,Using VPNs or proxies to bypass geographical restrictions.,91,4
6,Using VPNs or proxies to bypass geographical restrictions.,92,4
6,Using VPNs or proxies to bypass geographical restrictions.,93,3
6,Using VPNs or proxies to bypass geographical restrictions.,94,3
6,Using VPNs or proxies to bypass geographical restrictions.,95,3
6,Using VPNs or proxies to bypass geographical restrictions.,96,3
6,Using VPNs or proxies to bypass geographical restrictions.,97,4
6,Using VPNs or proxies to bypass geographical restrictions.,98,3
6,Using VPNs or proxies to bypass geographical restrictions.,99,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,0,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,1,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,2,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,3,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,4,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,5,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,6,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,7,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,8,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,9,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,10,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,11,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,12,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,13,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,14,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,15,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,16,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,17,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,18,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,19,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,20,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,21,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,22,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,23,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,24,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,25,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,26,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,27,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,28,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,29,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,30,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,31,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,32,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,33,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,34,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,35,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,36,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,37,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,38,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,39,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,40,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,41,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,42,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,43,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,44,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,45,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,46,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,47,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,48,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,49,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,50,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,51,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,52,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,53,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,54,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,55,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,56,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,57,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,58,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,59,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,60,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,61,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,62,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,63,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,64,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,65,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,66,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,67,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,68,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,69,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,70,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,71,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,72,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,73,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,74,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,75,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,76,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,77,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,78,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,79,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,80,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,81,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,82,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,83,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,84,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,85,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,86,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,87,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,88,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,89,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,90,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,91,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,92,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,93,2
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,94,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,95,4
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,96,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,97,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,98,3
7,Using VPNs to misrepresent one’s location in order to purchase digital products at lower prices meant for other regions.,99,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,0,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,1,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,2,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,3,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,4,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,5,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,6,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,7,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,8,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,9,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,10,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,11,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,12,1
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,13,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,14,1
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,15,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,16,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,17,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,18,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,19,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,20,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,21,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,22,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,23,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,24,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,25,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,26,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,27,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,28,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,29,4
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,30,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,31,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,32,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,33,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,34,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,35,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,36,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,37,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,38,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,39,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,40,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,41,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,42,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,43,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,44,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,45,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,46,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,47,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,48,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,49,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,50,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,51,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,52,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,53,4
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,54,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,55,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,56,4
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,57,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,58,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,59,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,60,4
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,61,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,62,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,63,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,64,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,65,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,66,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,67,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,68,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,69,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,70,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,71,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,72,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,73,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,74,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,75,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,76,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,77,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,78,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,79,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,80,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,81,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,82,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,83,1
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,84,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,85,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,86,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,87,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,88,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,89,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,90,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,91,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,92,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,93,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,94,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,95,3
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,96,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,97,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,98,2
8,Repeatedly accessing free trials intended for first-time users by creating multiple accounts.,99,2
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",0,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",1,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",2,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",3,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",4,1
9,"Using bots & automated tools to purchase limited edition items before human buyers can, with the intent to resell.",5,1
