#,Question,Iteration,Response
7,Lying about a child's age to get a lower price,31,1
7,Lying about a child's age to get a lower price,32,1
7,Lying about a child's age to get a lower price,33,1
7,Lying about a child's age to get a lower price,34,1
7,Lying about a child's age to get a lower price,35,1
7,Lying about a child's age to get a lower price,36,1
7,Lying about a child's age to get a lower price,37,1
7,Lying about a child's age to get a lower price,38,1
7,Lying about a child's age to get a lower price,39,1
7,Lying about a child's age to get a lower price,40,1
7,Lying about a child's age to get a lower price,41,1
7,Lying about a child's age to get a lower price,42,1
7,Lying about a child's age to get a lower price,43,1
7,Lying about a child's age to get a lower price,44,1
7,Lying about a child's age to get a lower price,45,1
7,Lying about a child's age to get a lower price,46,1
7,Lying about a child's age to get a lower price,47,1
7,Lying about a child's age to get a lower price,48,1
7,Lying about a child's age to get a lower price,49,1
7,Lying about a child's age to get a lower price,50,1
7,Lying about a child's age to get a lower price,51,1
7,Lying about a child's age to get a lower price,52,1
7,Lying about a child's age to get a lower price,53,1
7,Lying about a child's age to get a lower price,54,1
7,Lying about a child's age to get a lower price,55,1
7,Lying about a child's age to get a lower price,56,1
7,Lying about a child's age to get a lower price,57,1
7,Lying about a child's age to get a lower price,58,1
7,Lying about a child's age to get a lower price,59,1
7,Lying about a child's age to get a lower price,60,1
7,Lying about a child's age to get a lower price,61,1
7,Lying about a child's age to get a lower price,62,1
7,Lying about a child's age to get a lower price,63,1
7,Lying about a child's age to get a lower price,64,1
7,Lying about a child's age to get a lower price,65,1
7,Lying about a child's age to get a lower price,66,1
7,Lying about a child's age to get a lower price,67,1
7,Lying about a child's age to get a lower price,68,1
7,Lying about a child's age to get a lower price,69,1
7,Lying about a child's age to get a lower price,70,1
7,Lying about a child's age to get a lower price,71,1
7,Lying about a child's age to get a lower price,72,1
7,Lying about a child's age to get a lower price,73,1
7,Lying about a child's age to get a lower price,74,1
7,Lying about a child's age to get a lower price,75,1
7,Lying about a child's age to get a lower price,76,1
7,Lying about a child's age to get a lower price,77,1
7,Lying about a child's age to get a lower price,78,1
7,Lying about a child's age to get a lower price,79,1
7,Lying about a child's age to get a lower price,80,1
7,Lying about a child's age to get a lower price,81,2
7,Lying about a child's age to get a lower price,82,1
7,Lying about a child's age to get a lower price,83,1
7,Lying about a child's age to get a lower price,84,1
7,Lying about a child's age to get a lower price,85,1
7,Lying about a child's age to get a lower price,86,1
7,Lying about a child's age to get a lower price,87,1
7,Lying about a child's age to get a lower price,88,1
7,Lying about a child's age to get a lower price,89,1
7,Lying about a child's age to get a lower price,90,1
7,Lying about a child's age to get a lower price,91,1
7,Lying about a child's age to get a lower price,92,1
7,Lying about a child's age to get a lower price,93,1
7,Lying about a child's age to get a lower price,94,1
7,Lying about a child's age to get a lower price,95,1
7,Lying about a child's age to get a lower price,96,1
7,Lying about a child's age to get a lower price,97,1
7,Lying about a child's age to get a lower price,98,1
7,Lying about a child's age to get a lower price,99,1
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,0,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,1,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,2,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,3,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,4,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,5,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,6,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,7,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,8,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,9,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,10,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,11,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,12,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,13,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,14,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,15,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,16,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,17,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,18,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,19,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,20,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,21,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,22,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,23,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,24,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,25,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,26,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,27,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,28,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,29,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,30,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,31,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,32,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,33,1
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,34,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,35,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,36,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,37,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,38,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,39,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,40,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,41,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,42,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,43,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,44,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,45,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,46,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,47,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,48,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,49,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,50,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,51,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,52,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,53,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,54,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,55,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,56,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,57,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,58,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,59,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,60,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,61,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,62,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,63,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,64,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,65,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,66,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,67,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,68,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,69,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,70,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,71,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,72,1
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,73,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,74,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,75,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,76,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,77,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,78,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,79,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,80,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,81,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,82,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,83,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,84,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,85,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,86,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,87,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,88,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,89,1
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,90,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,91,4
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,92,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,93,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,94,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,95,3
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,96,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,97,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,98,2
8,Not saying anything when the waiter or waitress miscalculates a bill in your favor,99,3
9,Getting too much change and not saying anything,0,2
9,Getting too much change and not saying anything,1,2
9,Getting too much change and not saying anything,2,2
9,Getting too much change and not saying anything,3,2
9,Getting too much change and not saying anything,4,2
9,Getting too much change and not saying anything,5,3
9,Getting too much change and not saying anything,6,3
9,Getting too much change and not saying anything,7,3
9,Getting too much change and not saying anything,8,3
9,Getting too much change and not saying anything,9,1
9,Getting too much change and not saying anything,10,1
9,Getting too much change and not saying anything,11,3
9,Getting too much change and not saying anything,12,2
9,Getting too much change and not saying anything,13,3
9,Getting too much change and not saying anything,14,3
9,Getting too much change and not saying anything,15,2
9,Getting too much change and not saying anything,16,2
9,Getting too much change and not saying anything,17,2
9,Getting too much change and not saying anything,18,3
9,Getting too much change and not saying anything,19,3
9,Getting too much change and not saying anything,20,3
9,Getting too much change and not saying anything,21,2
9,Getting too much change and not saying anything,22,1
9,Getting too much change and not saying anything,23,1
9,Getting too much change and not saying anything,24,2
9,Getting too much change and not saying anything,25,2
9,Getting too much change and not saying anything,26,2
9,Getting too much change and not saying anything,27,1
9,Getting too much change and not saying anything,28,1
9,Getting too much change and not saying anything,29,2
9,Getting too much change and not saying anything,30,3
9,Getting too much change and not saying anything,31,2
9,Getting too much change and not saying anything,32,3
9,Getting too much change and not saying anything,33,2
9,Getting too much change and not saying anything,34,1
9,Getting too much change and not saying anything,35,1
9,Getting too much change and not saying anything,36,3
9,Getting too much change and not saying anything,37,2
9,Getting too much change and not saying anything,38,1
9,Getting too much change and not saying anything,39,1
9,Getting too much change and not saying anything,40,2
9,Getting too much change and not saying anything,41,3
9,Getting too much change and not saying anything,42,2
9,Getting too much change and not saying anything,43,2
9,Getting too much change and not saying anything,44,2
9,Getting too much change and not saying anything,45,2
9,Getting too much change and not saying anything,46,3
9,Getting too much change and not saying anything,47,1
9,Getting too much change and not saying anything,48,2
9,Getting too much change and not saying anything,49,2
9,Getting too much change and not saying anything,50,1
9,Getting too much change and not saying anything,51,2
9,Getting too much change and not saying anything,52,3
9,Getting too much change and not saying anything,53,1
9,Getting too much change and not saying anything,54,3
9,Getting too much change and not saying anything,55,3
9,Getting too much change and not saying anything,56,3
9,Getting too much change and not saying anything,57,4
9,Getting too much change and not saying anything,58,3
9,Getting too much change and not saying anything,59,2
9,Getting too much change and not saying anything,60,2
9,Getting too much change and not saying anything,61,2
9,Getting too much change and not saying anything,62,2
9,Getting too much change and not saying anything,63,2
9,Getting too much change and not saying anything,64,2
9,Getting too much change and not saying anything,65,2
9,Getting too much change and not saying anything,66,2
9,Getting too much change and not saying anything,67,2
9,Getting too much change and not saying anything,68,1
9,Getting too much change and not saying anything,69,2
9,Getting too much change and not saying anything,70,3
9,Getting too much change and not saying anything,71,1
9,Getting too much change and not saying anything,72,3
9,Getting too much change and not saying anything,73,2
9,Getting too much change and not saying anything,74,2
9,Getting too much change and not saying anything,75,3
9,Getting too much change and not saying anything,76,3
9,Getting too much change and not saying anything,77,2
9,Getting too much change and not saying anything,78,3
9,Getting too much change and not saying anything,79,2
9,Getting too much change and not saying anything,80,2
9,Getting too much change and not saying anything,81,2
9,Getting too much change and not saying anything,82,2
9,Getting too much change and not saying anything,83,1
9,Getting too much change and not saying anything,84,3
9,Getting too much change and not saying anything,85,2
9,Getting too much change and not saying anything,86,2
9,Getting too much change and not saying anything,87,2
9,Getting too much change and not saying anything,88,1
9,Getting too much change and not saying anything,89,3
9,Getting too much change and not saying anything,90,3
9,Getting too much change and not saying anything,91,2
9,Getting too much change and not saying anything,92,1
9,Getting too much change and not saying anything,93,2
9,Getting too much change and not saying anything,94,3
9,Getting too much change and not saying anything,95,3
9,Getting too much change and not saying anything,96,2
9,Getting too much change and not saying anything,97,2
9,Getting too much change and not saying anything,98,2
9,Getting too much change and not saying anything,99,2
10,Joining a CD club just to get some free CD's with no intention of buying any,0,2
10,Joining a CD club just to get some free CD's with no intention of buying any,1,2
10,Joining a CD club just to get some free CD's with no intention of buying any,2,1
10,Joining a CD club just to get some free CD's with no intention of buying any,3,1
10,Joining a CD club just to get some free CD's with no intention of buying any,4,1
10,Joining a CD club just to get some free CD's with no intention of buying any,5,1
10,Joining a CD club just to get some free CD's with no intention of buying any,6,3
10,Joining a CD club just to get some free CD's with no intention of buying any,7,2
10,Joining a CD club just to get some free CD's with no intention of buying any,8,2
10,Joining a CD club just to get some free CD's with no intention of buying any,9,1
10,Joining a CD club just to get some free CD's with no intention of buying any,10,1
10,Joining a CD club just to get some free CD's with no intention of buying any,11,1
10,Joining a CD club just to get some free CD's with no intention of buying any,12,1
10,Joining a CD club just to get some free CD's with no intention of buying any,13,1
10,Joining a CD club just to get some free CD's with no intention of buying any,14,1
10,Joining a CD club just to get some free CD's with no intention of buying any,15,1
10,Joining a CD club just to get some free CD's with no intention of buying any,16,1
10,Joining a CD club just to get some free CD's with no intention of buying any,17,2
10,Joining a CD club just to get some free CD's with no intention of buying any,18,1
10,Joining a CD club just to get some free CD's with no intention of buying any,19,1
10,Joining a CD club just to get some free CD's with no intention of buying any,20,1
10,Joining a CD club just to get some free CD's with no intention of buying any,21,2
10,Joining a CD club just to get some free CD's with no intention of buying any,22,2
10,Joining a CD club just to get some free CD's with no intention of buying any,23,2
10,Joining a CD club just to get some free CD's with no intention of buying any,24,1
10,Joining a CD club just to get some free CD's with no intention of buying any,25,2
10,Joining a CD club just to get some free CD's with no intention of buying any,26,1
10,Joining a CD club just to get some free CD's with no intention of buying any,27,1
10,Joining a CD club just to get some free CD's with no intention of buying any,28,1
10,Joining a CD club just to get some free CD's with no intention of buying any,29,1
10,Joining a CD club just to get some free CD's with no intention of buying any,30,1
10,Joining a CD club just to get some free CD's with no intention of buying any,31,1
10,Joining a CD club just to get some free CD's with no intention of buying any,32,2
10,Joining a CD club just to get some free CD's with no intention of buying any,33,2
10,Joining a CD club just to get some free CD's with no intention of buying any,34,2
10,Joining a CD club just to get some free CD's with no intention of buying any,35,1
10,Joining a CD club just to get some free CD's with no intention of buying any,36,1
10,Joining a CD club just to get some free CD's with no intention of buying any,37,1
10,Joining a CD club just to get some free CD's with no intention of buying any,38,1
10,Joining a CD club just to get some free CD's with no intention of buying any,39,2
10,Joining a CD club just to get some free CD's with no intention of buying any,40,1
10,Joining a CD club just to get some free CD's with no intention of buying any,41,2
10,Joining a CD club just to get some free CD's with no intention of buying any,42,1
10,Joining a CD club just to get some free CD's with no intention of buying any,43,1
10,Joining a CD club just to get some free CD's with no intention of buying any,44,1
10,Joining a CD club just to get some free CD's with no intention of buying any,45,1
10,Joining a CD club just to get some free CD's with no intention of buying any,46,1
10,Joining a CD club just to get some free CD's with no intention of buying any,47,2
10,Joining a CD club just to get some free CD's with no intention of buying any,48,2
10,Joining a CD club just to get some free CD's with no intention of buying any,49,1
10,Joining a CD club just to get some free CD's with no intention of buying any,50,1
10,Joining a CD club just to get some free CD's with no intention of buying any,51,1
10,Joining a CD club just to get some free CD's with no intention of buying any,52,2
10,Joining a CD club just to get some free CD's with no intention of buying any,53,1
10,Joining a CD club just to get some free CD's with no intention of buying any,54,2
10,Joining a CD club just to get some free CD's with no intention of buying any,55,1
10,Joining a CD club just to get some free CD's with no intention of buying any,56,1
10,Joining a CD club just to get some free CD's with no intention of buying any,57,1
10,Joining a CD club just to get some free CD's with no intention of buying any,58,2
10,Joining a CD club just to get some free CD's with no intention of buying any,59,1
10,Joining a CD club just to get some free CD's with no intention of buying any,60,2
10,Joining a CD club just to get some free CD's with no intention of buying any,61,2
10,Joining a CD club just to get some free CD's with no intention of buying any,62,2
10,Joining a CD club just to get some free CD's with no intention of buying any,63,2
10,Joining a CD club just to get some free CD's with no intention of buying any,64,2
10,Joining a CD club just to get some free CD's with no intention of buying any,65,2
10,Joining a CD club just to get some free CD's with no intention of buying any,66,2
10,Joining a CD club just to get some free CD's with no intention of buying any,67,1
10,Joining a CD club just to get some free CD's with no intention of buying any,68,1
10,Joining a CD club just to get some free CD's with no intention of buying any,69,1
10,Joining a CD club just to get some free CD's with no intention of buying any,70,2
10,Joining a CD club just to get some free CD's with no intention of buying any,71,1
10,Joining a CD club just to get some free CD's with no intention of buying any,72,1
10,Joining a CD club just to get some free CD's with no intention of buying any,73,2
10,Joining a CD club just to get some free CD's with no intention of buying any,74,1
10,Joining a CD club just to get some free CD's with no intention of buying any,75,1
10,Joining a CD club just to get some free CD's with no intention of buying any,76,2
10,Joining a CD club just to get some free CD's with no intention of buying any,77,1
10,Joining a CD club just to get some free CD's with no intention of buying any,78,2
10,Joining a CD club just to get some free CD's with no intention of buying any,79,2
10,Joining a CD club just to get some free CD's with no intention of buying any,80,2
10,Joining a CD club just to get some free CD's with no intention of buying any,81,1
10,Joining a CD club just to get some free CD's with no intention of buying any,82,2
10,Joining a CD club just to get some free CD's with no intention of buying any,83,2
10,Joining a CD club just to get some free CD's with no intention of buying any,84,1
10,Joining a CD club just to get some free CD's with no intention of buying any,85,1
10,Joining a CD club just to get some free CD's with no intention of buying any,86,2
10,Joining a CD club just to get some free CD's with no intention of buying any,87,2
10,Joining a CD club just to get some free CD's with no intention of buying any,88,2
10,Joining a CD club just to get some free CD's with no intention of buying any,89,1
10,Joining a CD club just to get some free CD's with no intention of buying any,90,1
10,Joining a CD club just to get some free CD's with no intention of buying any,91,1
10,Joining a CD club just to get some free CD's with no intention of buying any,92,2
10,Joining a CD club just to get some free CD's with no intention of buying any,93,1
10,Joining a CD club just to get some free CD's with no intention of buying any,94,1
10,Joining a CD club just to get some free CD's with no intention of buying any,95,1
10,Joining a CD club just to get some free CD's with no intention of buying any,96,2
10,Joining a CD club just to get some free CD's with no intention of buying any,97,1
10,Joining a CD club just to get some free CD's with no intention of buying any,98,1
10,Joining a CD club just to get some free CD's with no intention of buying any,99,1
11,Observing someone shoplifting and ignoring it,0,1
11,Observing someone shoplifting and ignoring it,1,1
11,Observing someone shoplifting and ignoring it,2,1
11,Observing someone shoplifting and ignoring it,3,1
11,Observing someone shoplifting and ignoring it,4,1
11,Observing someone shoplifting and ignoring it,5,1
11,Observing someone shoplifting and ignoring it,6,1
11,Observing someone shoplifting and ignoring it,7,1
11,Observing someone shoplifting and ignoring it,8,1
11,Observing someone shoplifting and ignoring it,9,1
11,Observing someone shoplifting and ignoring it,10,1
11,Observing someone shoplifting and ignoring it,11,1
11,Observing someone shoplifting and ignoring it,12,1
11,Observing someone shoplifting and ignoring it,13,1
11,Observing someone shoplifting and ignoring it,14,1
11,Observing someone shoplifting and ignoring it,15,1
11,Observing someone shoplifting and ignoring it,16,1
11,Observing someone shoplifting and ignoring it,17,1
11,Observing someone shoplifting and ignoring it,18,1
11,Observing someone shoplifting and ignoring it,19,1
11,Observing someone shoplifting and ignoring it,20,1
11,Observing someone shoplifting and ignoring it,21,1
11,Observing someone shoplifting and ignoring it,22,1
11,Observing someone shoplifting and ignoring it,23,1
11,Observing someone shoplifting and ignoring it,24,1
11,Observing someone shoplifting and ignoring it,25,1
11,Observing someone shoplifting and ignoring it,26,2
11,Observing someone shoplifting and ignoring it,27,1
11,Observing someone shoplifting and ignoring it,28,1
11,Observing someone shoplifting and ignoring it,29,1
11,Observing someone shoplifting and ignoring it,30,1
11,Observing someone shoplifting and ignoring it,31,1
11,Observing someone shoplifting and ignoring it,32,1
11,Observing someone shoplifting and ignoring it,33,1
11,Observing someone shoplifting and ignoring it,34,1
11,Observing someone shoplifting and ignoring it,35,1
11,Observing someone shoplifting and ignoring it,36,1
11,Observing someone shoplifting and ignoring it,37,1
11,Observing someone shoplifting and ignoring it,38,1
11,Observing someone shoplifting and ignoring it,39,1
11,Observing someone shoplifting and ignoring it,40,1
11,Observing someone shoplifting and ignoring it,41,1
11,Observing someone shoplifting and ignoring it,42,1
11,Observing someone shoplifting and ignoring it,43,1
11,Observing someone shoplifting and ignoring it,44,2
11,Observing someone shoplifting and ignoring it,45,1
11,Observing someone shoplifting and ignoring it,46,1
11,Observing someone shoplifting and ignoring it,47,1
11,Observing someone shoplifting and ignoring it,48,1
11,Observing someone shoplifting and ignoring it,49,1
11,Observing someone shoplifting and ignoring it,50,1
11,Observing someone shoplifting and ignoring it,51,1
11,Observing someone shoplifting and ignoring it,52,1
11,Observing someone shoplifting and ignoring it,53,1
11,Observing someone shoplifting and ignoring it,54,1
11,Observing someone shoplifting and ignoring it,55,1
11,Observing someone shoplifting and ignoring it,56,1
11,Observing someone shoplifting and ignoring it,57,1
11,Observing someone shoplifting and ignoring it,58,1
11,Observing someone shoplifting and ignoring it,59,1
11,Observing someone shoplifting and ignoring it,60,1
11,Observing someone shoplifting and ignoring it,61,1
11,Observing someone shoplifting and ignoring it,62,1
11,Observing someone shoplifting and ignoring it,63,2
11,Observing someone shoplifting and ignoring it,64,1
11,Observing someone shoplifting and ignoring it,65,1
11,Observing someone shoplifting and ignoring it,66,1
11,Observing someone shoplifting and ignoring it,67,1
11,Observing someone shoplifting and ignoring it,68,1
11,Observing someone shoplifting and ignoring it,69,1
11,Observing someone shoplifting and ignoring it,70,1
11,Observing someone shoplifting and ignoring it,71,1
11,Observing someone shoplifting and ignoring it,72,1
11,Observing someone shoplifting and ignoring it,73,1
11,Observing someone shoplifting and ignoring it,74,1
11,Observing someone shoplifting and ignoring it,75,1
11,Observing someone shoplifting and ignoring it,76,1
11,Observing someone shoplifting and ignoring it,77,1
11,Observing someone shoplifting and ignoring it,78,1
11,Observing someone shoplifting and ignoring it,79,1
11,Observing someone shoplifting and ignoring it,80,1
11,Observing someone shoplifting and ignoring it,81,2
11,Observing someone shoplifting and ignoring it,82,1
11,Observing someone shoplifting and ignoring it,83,1
11,Observing someone shoplifting and ignoring it,84,1
11,Observing someone shoplifting and ignoring it,85,1
11,Observing someone shoplifting and ignoring it,86,1
11,Observing someone shoplifting and ignoring it,87,1
11,Observing someone shoplifting and ignoring it,88,1
11,Observing someone shoplifting and ignoring it,89,1
11,Observing someone shoplifting and ignoring it,90,1
11,Observing someone shoplifting and ignoring it,91,1
11,Observing someone shoplifting and ignoring it,92,1
11,Observing someone shoplifting and ignoring it,93,1
11,Observing someone shoplifting and ignoring it,94,1
11,Observing someone shoplifting and ignoring it,95,1
11,Observing someone shoplifting and ignoring it,96,1
11,Observing someone shoplifting and ignoring it,97,1
11,Observing someone shoplifting and ignoring it,98,1
11,Observing someone shoplifting and ignoring it,99,1
12,Using an expired coupon for merchandise,0,1
12,Using an expired coupon for merchandise,1,1
12,Using an expired coupon for merchandise,2,1
12,Using an expired coupon for merchandise,3,1
12,Using an expired coupon for merchandise,4,1
12,Using an expired coupon for merchandise,5,2
12,Using an expired coupon for merchandise,6,1
12,Using an expired coupon for merchandise,7,1
12,Using an expired coupon for merchandise,8,1
12,Using an expired coupon for merchandise,9,1
12,Using an expired coupon for merchandise,10,1
12,Using an expired coupon for merchandise,11,1
12,Using an expired coupon for merchandise,12,3
12,Using an expired coupon for merchandise,13,1
12,Using an expired coupon for merchandise,14,2
12,Using an expired coupon for merchandise,15,1
12,Using an expired coupon for merchandise,16,1
12,Using an expired coupon for merchandise,17,1
12,Using an expired coupon for merchandise,18,1
12,Using an expired coupon for merchandise,19,1
12,Using an expired coupon for merchandise,20,1
12,Using an expired coupon for merchandise,21,1
12,Using an expired coupon for merchandise,22,1
12,Using an expired coupon for merchandise,23,2
12,Using an expired coupon for merchandise,24,1
12,Using an expired coupon for merchandise,25,2
12,Using an expired coupon for merchandise,26,2
12,Using an expired coupon for merchandise,27,1
12,Using an expired coupon for merchandise,28,1
12,Using an expired coupon for merchandise,29,1
12,Using an expired coupon for merchandise,30,1
12,Using an expired coupon for merchandise,31,1
12,Using an expired coupon for merchandise,32,1
12,Using an expired coupon for merchandise,33,1
12,Using an expired coupon for merchandise,34,1
12,Using an expired coupon for merchandise,35,2
12,Using an expired coupon for merchandise,36,2
12,Using an expired coupon for merchandise,37,1
12,Using an expired coupon for merchandise,38,1
12,Using an expired coupon for merchandise,39,1
12,Using an expired coupon for merchandise,40,1
12,Using an expired coupon for merchandise,41,1
12,Using an expired coupon for merchandise,42,1
12,Using an expired coupon for merchandise,43,1
12,Using an expired coupon for merchandise,44,1
12,Using an expired coupon for merchandise,45,2
12,Using an expired coupon for merchandise,46,1
12,Using an expired coupon for merchandise,47,1
12,Using an expired coupon for merchandise,48,1
12,Using an expired coupon for merchandise,49,1
12,Using an expired coupon for merchandise,50,1
12,Using an expired coupon for merchandise,51,2
12,Using an expired coupon for merchandise,52,1
12,Using an expired coupon for merchandise,53,1
12,Using an expired coupon for merchandise,54,1
12,Using an expired coupon for merchandise,55,1
12,Using an expired coupon for merchandise,56,2
12,Using an expired coupon for merchandise,57,1
12,Using an expired coupon for merchandise,58,2
12,Using an expired coupon for merchandise,59,1
12,Using an expired coupon for merchandise,60,1
12,Using an expired coupon for merchandise,61,2
12,Using an expired coupon for merchandise,62,2
12,Using an expired coupon for merchandise,63,1
12,Using an expired coupon for merchandise,64,1
12,Using an expired coupon for merchandise,65,1
12,Using an expired coupon for merchandise,66,1
12,Using an expired coupon for merchandise,67,1
12,Using an expired coupon for merchandise,68,1
12,Using an expired coupon for merchandise,69,1
12,Using an expired coupon for merchandise,70,1
12,Using an expired coupon for merchandise,71,1
12,Using an expired coupon for merchandise,72,1
12,Using an expired coupon for merchandise,73,2
12,Using an expired coupon for merchandise,74,1
12,Using an expired coupon for merchandise,75,1
12,Using an expired coupon for merchandise,76,1
12,Using an expired coupon for merchandise,77,1
12,Using an expired coupon for merchandise,78,1
12,Using an expired coupon for merchandise,79,2
12,Using an expired coupon for merchandise,80,2
12,Using an expired coupon for merchandise,81,1
12,Using an expired coupon for merchandise,82,1
12,Using an expired coupon for merchandise,83,1
12,Using an expired coupon for merchandise,84,1
12,Using an expired coupon for merchandise,85,1
12,Using an expired coupon for merchandise,86,1
12,Using an expired coupon for merchandise,87,2
12,Using an expired coupon for merchandise,88,1
12,Using an expired coupon for merchandise,89,1
12,Using an expired coupon for merchandise,90,1
12,Using an expired coupon for merchandise,91,1
12,Using an expired coupon for merchandise,92,1
12,Using an expired coupon for merchandise,93,1
12,Using an expired coupon for merchandise,94,1
12,Using an expired coupon for merchandise,95,1
