#,questions,iterations,answers
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",53,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",54,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",55,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",56,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",57,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",58,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",59,3
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",60,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",61,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",62,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",63,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",64,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",65,3
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",66,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",67,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",68,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",69,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",70,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",71,3
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",72,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",73,3
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",74,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",75,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",76,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",77,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",78,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",79,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",80,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",81,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",82,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",83,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",84,3
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",85,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",86,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",87,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",88,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",89,3
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",90,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",91,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",92,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",93,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",94,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",95,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",96,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",97,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",98,2
10,"Moving into a new residence, finding that the cable TV is still hooked up, and using it rather than signing up and paying for it.",99,2
11,Using an expired coupon for merchandise. ,0,2
11,Using an expired coupon for merchandise. ,1,2
11,Using an expired coupon for merchandise. ,2,2
11,Using an expired coupon for merchandise. ,3,2
11,Using an expired coupon for merchandise. ,4,2
11,Using an expired coupon for merchandise. ,5,2
11,Using an expired coupon for merchandise. ,6,2
11,Using an expired coupon for merchandise. ,7,2
11,Using an expired coupon for merchandise. ,8,2
11,Using an expired coupon for merchandise. ,9,2
11,Using an expired coupon for merchandise. ,10,2
11,Using an expired coupon for merchandise. ,11,2
11,Using an expired coupon for merchandise. ,12,2
11,Using an expired coupon for merchandise. ,13,2
11,Using an expired coupon for merchandise. ,14,2
11,Using an expired coupon for merchandise. ,15,2
11,Using an expired coupon for merchandise. ,16,2
11,Using an expired coupon for merchandise. ,17,2
11,Using an expired coupon for merchandise. ,18,2
11,Using an expired coupon for merchandise. ,19,2
11,Using an expired coupon for merchandise. ,20,2
11,Using an expired coupon for merchandise. ,21,2
11,Using an expired coupon for merchandise. ,22,2
11,Using an expired coupon for merchandise. ,23,2
11,Using an expired coupon for merchandise. ,24,2
11,Using an expired coupon for merchandise. ,25,2
11,Using an expired coupon for merchandise. ,26,2
11,Using an expired coupon for merchandise. ,27,2
11,Using an expired coupon for merchandise. ,28,2
11,Using an expired coupon for merchandise. ,29,2
11,Using an expired coupon for merchandise. ,30,2
11,Using an expired coupon for merchandise. ,31,2
11,Using an expired coupon for merchandise. ,32,2
11,Using an expired coupon for merchandise. ,33,2
11,Using an expired coupon for merchandise. ,34,2
11,Using an expired coupon for merchandise. ,35,2
11,Using an expired coupon for merchandise. ,36,2
11,Using an expired coupon for merchandise. ,37,2
11,Using an expired coupon for merchandise. ,38,2
11,Using an expired coupon for merchandise. ,39,2
11,Using an expired coupon for merchandise. ,40,2
11,Using an expired coupon for merchandise. ,41,2
11,Using an expired coupon for merchandise. ,42,2
11,Using an expired coupon for merchandise. ,43,2
11,Using an expired coupon for merchandise. ,44,2
11,Using an expired coupon for merchandise. ,45,2
11,Using an expired coupon for merchandise. ,46,2
11,Using an expired coupon for merchandise. ,47,2
11,Using an expired coupon for merchandise. ,48,2
11,Using an expired coupon for merchandise. ,49,2
11,Using an expired coupon for merchandise. ,50,2
11,Using an expired coupon for merchandise. ,51,2
11,Using an expired coupon for merchandise. ,52,2
11,Using an expired coupon for merchandise. ,53,2
11,Using an expired coupon for merchandise. ,54,2
11,Using an expired coupon for merchandise. ,55,2
11,Using an expired coupon for merchandise. ,56,2
11,Using an expired coupon for merchandise. ,57,2
11,Using an expired coupon for merchandise. ,58,2
11,Using an expired coupon for merchandise. ,59,2
11,Using an expired coupon for merchandise. ,60,2
11,Using an expired coupon for merchandise. ,61,2
11,Using an expired coupon for merchandise. ,62,2
11,Using an expired coupon for merchandise. ,63,2
11,Using an expired coupon for merchandise. ,64,2
11,Using an expired coupon for merchandise. ,65,2
11,Using an expired coupon for merchandise. ,66,2
11,Using an expired coupon for merchandise. ,67,2
11,Using an expired coupon for merchandise. ,68,2
11,Using an expired coupon for merchandise. ,69,2
11,Using an expired coupon for merchandise. ,70,2
11,Using an expired coupon for merchandise. ,71,2
11,Using an expired coupon for merchandise. ,72,2
11,Using an expired coupon for merchandise. ,73,2
11,Using an expired coupon for merchandise. ,74,2
11,Using an expired coupon for merchandise. ,75,2
11,Using an expired coupon for merchandise. ,76,2
11,Using an expired coupon for merchandise. ,77,2
11,Using an expired coupon for merchandise. ,78,2
11,Using an expired coupon for merchandise. ,79,2
11,Using an expired coupon for merchandise. ,80,2
11,Using an expired coupon for merchandise. ,81,2
11,Using an expired coupon for merchandise. ,82,2
11,Using an expired coupon for merchandise. ,83,2
11,Using an expired coupon for merchandise. ,84,2
11,Using an expired coupon for merchandise. ,85,2
11,Using an expired coupon for merchandise. ,86,2
11,Using an expired coupon for merchandise. ,87,2
11,Using an expired coupon for merchandise. ,88,2
11,Using an expired coupon for merchandise. ,89,2
11,Using an expired coupon for merchandise. ,90,2
11,Using an expired coupon for merchandise. ,91,2
11,Using an expired coupon for merchandise. ,92,2
11,Using an expired coupon for merchandise. ,93,2
11,Using an expired coupon for merchandise. ,94,2
11,Using an expired coupon for merchandise. ,95,2
11,Using an expired coupon for merchandise. ,96,2
11,Using an expired coupon for merchandise. ,97,2
11,Using an expired coupon for merchandise. ,98,2
11,Using an expired coupon for merchandise. ,99,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,0,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,1,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,2,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,3,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,4,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,5,1
12,Returning merchandise to a store by claiming that it was a gift when it was not.,6,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,7,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,8,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,9,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,10,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,11,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,12,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,13,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,14,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,15,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,16,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,17,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,18,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,19,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,20,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,21,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,22,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,23,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,24,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,25,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,26,1
12,Returning merchandise to a store by claiming that it was a gift when it was not.,27,1
12,Returning merchandise to a store by claiming that it was a gift when it was not.,28,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,29,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,30,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,31,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,32,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,33,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,34,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,35,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,36,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,37,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,38,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,39,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,40,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,41,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,42,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,43,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,44,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,45,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,46,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,47,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,48,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,49,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,50,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,51,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,52,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,53,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,54,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,55,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,56,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,57,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,58,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,59,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,60,1
12,Returning merchandise to a store by claiming that it was a gift when it was not.,61,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,62,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,63,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,64,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,65,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,66,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,67,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,68,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,69,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,70,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,71,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,72,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,73,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,74,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,75,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,76,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,77,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,78,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,79,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,80,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,81,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,82,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,83,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,84,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,85,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,86,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,87,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,88,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,89,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,90,1
12,Returning merchandise to a store by claiming that it was a gift when it was not.,91,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,92,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,93,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,94,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,95,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,96,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,97,2
12,Returning merchandise to a store by claiming that it was a gift when it was not.,98,1
12,Returning merchandise to a store by claiming that it was a gift when it was not.,99,2
13,Not telling the truth when negotiating the price of a new automobile.,0,2
13,Not telling the truth when negotiating the price of a new automobile.,1,2
13,Not telling the truth when negotiating the price of a new automobile.,2,2
13,Not telling the truth when negotiating the price of a new automobile.,3,2
13,Not telling the truth when negotiating the price of a new automobile.,4,2
13,Not telling the truth when negotiating the price of a new automobile.,5,2
13,Not telling the truth when negotiating the price of a new automobile.,6,2
13,Not telling the truth when negotiating the price of a new automobile.,7,2
13,Not telling the truth when negotiating the price of a new automobile.,8,2
13,Not telling the truth when negotiating the price of a new automobile.,9,2
13,Not telling the truth when negotiating the price of a new automobile.,10,2
13,Not telling the truth when negotiating the price of a new automobile.,11,2
13,Not telling the truth when negotiating the price of a new automobile.,12,2
13,Not telling the truth when negotiating the price of a new automobile.,13,2
13,Not telling the truth when negotiating the price of a new automobile.,14,2
13,Not telling the truth when negotiating the price of a new automobile.,15,2
13,Not telling the truth when negotiating the price of a new automobile.,16,2
13,Not telling the truth when negotiating the price of a new automobile.,17,2
13,Not telling the truth when negotiating the price of a new automobile.,18,2
13,Not telling the truth when negotiating the price of a new automobile.,19,2
13,Not telling the truth when negotiating the price of a new automobile.,20,2
13,Not telling the truth when negotiating the price of a new automobile.,21,2
13,Not telling the truth when negotiating the price of a new automobile.,22,2
13,Not telling the truth when negotiating the price of a new automobile.,23,2
13,Not telling the truth when negotiating the price of a new automobile.,24,2
13,Not telling the truth when negotiating the price of a new automobile.,25,2
13,Not telling the truth when negotiating the price of a new automobile.,26,2
13,Not telling the truth when negotiating the price of a new automobile.,27,2
13,Not telling the truth when negotiating the price of a new automobile.,28,2
13,Not telling the truth when negotiating the price of a new automobile.,29,2
13,Not telling the truth when negotiating the price of a new automobile.,30,2
13,Not telling the truth when negotiating the price of a new automobile.,31,2
13,Not telling the truth when negotiating the price of a new automobile.,32,2
13,Not telling the truth when negotiating the price of a new automobile.,33,2
13,Not telling the truth when negotiating the price of a new automobile.,34,2
13,Not telling the truth when negotiating the price of a new automobile.,35,2
13,Not telling the truth when negotiating the price of a new automobile.,36,2
13,Not telling the truth when negotiating the price of a new automobile.,37,2
13,Not telling the truth when negotiating the price of a new automobile.,38,2
13,Not telling the truth when negotiating the price of a new automobile.,39,2
13,Not telling the truth when negotiating the price of a new automobile.,40,2
13,Not telling the truth when negotiating the price of a new automobile.,41,2
13,Not telling the truth when negotiating the price of a new automobile.,42,2
13,Not telling the truth when negotiating the price of a new automobile.,43,2
13,Not telling the truth when negotiating the price of a new automobile.,44,2
13,Not telling the truth when negotiating the price of a new automobile.,45,2
13,Not telling the truth when negotiating the price of a new automobile.,46,2
13,Not telling the truth when negotiating the price of a new automobile.,47,2
13,Not telling the truth when negotiating the price of a new automobile.,48,2
13,Not telling the truth when negotiating the price of a new automobile.,49,2
13,Not telling the truth when negotiating the price of a new automobile.,50,2
13,Not telling the truth when negotiating the price of a new automobile.,51,2
13,Not telling the truth when negotiating the price of a new automobile.,52,2
13,Not telling the truth when negotiating the price of a new automobile.,53,2
13,Not telling the truth when negotiating the price of a new automobile.,54,2
13,Not telling the truth when negotiating the price of a new automobile.,55,2
13,Not telling the truth when negotiating the price of a new automobile.,56,2
13,Not telling the truth when negotiating the price of a new automobile.,57,2
13,Not telling the truth when negotiating the price of a new automobile.,58,2
13,Not telling the truth when negotiating the price of a new automobile.,59,2
13,Not telling the truth when negotiating the price of a new automobile.,60,3
13,Not telling the truth when negotiating the price of a new automobile.,61,2
13,Not telling the truth when negotiating the price of a new automobile.,62,2
13,Not telling the truth when negotiating the price of a new automobile.,63,2
13,Not telling the truth when negotiating the price of a new automobile.,64,2
13,Not telling the truth when negotiating the price of a new automobile.,65,2
13,Not telling the truth when negotiating the price of a new automobile.,66,2
13,Not telling the truth when negotiating the price of a new automobile.,67,2
13,Not telling the truth when negotiating the price of a new automobile.,68,2
13,Not telling the truth when negotiating the price of a new automobile.,69,2
13,Not telling the truth when negotiating the price of a new automobile.,70,2
13,Not telling the truth when negotiating the price of a new automobile.,71,2
13,Not telling the truth when negotiating the price of a new automobile.,72,2
13,Not telling the truth when negotiating the price of a new automobile.,73,2
13,Not telling the truth when negotiating the price of a new automobile.,74,2
13,Not telling the truth when negotiating the price of a new automobile.,75,2
13,Not telling the truth when negotiating the price of a new automobile.,76,2
13,Not telling the truth when negotiating the price of a new automobile.,77,2
13,Not telling the truth when negotiating the price of a new automobile.,78,2
13,Not telling the truth when negotiating the price of a new automobile.,79,2
13,Not telling the truth when negotiating the price of a new automobile.,80,2
13,Not telling the truth when negotiating the price of a new automobile.,81,2
13,Not telling the truth when negotiating the price of a new automobile.,82,2
13,Not telling the truth when negotiating the price of a new automobile.,83,2
13,Not telling the truth when negotiating the price of a new automobile.,84,2
13,Not telling the truth when negotiating the price of a new automobile.,85,2
13,Not telling the truth when negotiating the price of a new automobile.,86,2
13,Not telling the truth when negotiating the price of a new automobile.,87,2
13,Not telling the truth when negotiating the price of a new automobile.,88,2
13,Not telling the truth when negotiating the price of a new automobile.,89,2
13,Not telling the truth when negotiating the price of a new automobile.,90,2
13,Not telling the truth when negotiating the price of a new automobile.,91,2
13,Not telling the truth when negotiating the price of a new automobile.,92,2
13,Not telling the truth when negotiating the price of a new automobile.,93,2
13,Not telling the truth when negotiating the price of a new automobile.,94,2
13,Not telling the truth when negotiating the price of a new automobile.,95,2
13,Not telling the truth when negotiating the price of a new automobile.,96,2
13,Not telling the truth when negotiating the price of a new automobile.,97,2
13,Not telling the truth when negotiating the price of a new automobile.,98,2
13,Not telling the truth when negotiating the price of a new automobile.,99,2
14,Stretching the truth on an income tax return.,0,1
14,Stretching the truth on an income tax return.,1,1
14,Stretching the truth on an income tax return.,2,1
14,Stretching the truth on an income tax return.,3,2
14,Stretching the truth on an income tax return.,4,2
14,Stretching the truth on an income tax return.,5,1
14,Stretching the truth on an income tax return.,6,2
14,Stretching the truth on an income tax return.,7,1
14,Stretching the truth on an income tax return.,8,1
14,Stretching the truth on an income tax return.,9,2
14,Stretching the truth on an income tax return.,10,2
14,Stretching the truth on an income tax return.,11,2
14,Stretching the truth on an income tax return.,12,2
14,Stretching the truth on an income tax return.,13,2
14,Stretching the truth on an income tax return.,14,2
14,Stretching the truth on an income tax return.,15,2
14,Stretching the truth on an income tax return.,16,2
14,Stretching the truth on an income tax return.,17,2
14,Stretching the truth on an income tax return.,18,2
14,Stretching the truth on an income tax return.,19,2
14,Stretching the truth on an income tax return.,20,2
14,Stretching the truth on an income tax return.,21,1
14,Stretching the truth on an income tax return.,22,2
14,Stretching the truth on an income tax return.,23,2
14,Stretching the truth on an income tax return.,24,2
14,Stretching the truth on an income tax return.,25,2
14,Stretching the truth on an income tax return.,26,2
14,Stretching the truth on an income tax return.,27,2
14,Stretching the truth on an income tax return.,28,2
14,Stretching the truth on an income tax return.,29,2
14,Stretching the truth on an income tax return.,30,2
14,Stretching the truth on an income tax return.,31,2
14,Stretching the truth on an income tax return.,32,1
14,Stretching the truth on an income tax return.,33,2
14,Stretching the truth on an income tax return.,34,2
14,Stretching the truth on an income tax return.,35,1
14,Stretching the truth on an income tax return.,36,2
14,Stretching the truth on an income tax return.,37,2
14,Stretching the truth on an income tax return.,38,2
14,Stretching the truth on an income tax return.,39,2
14,Stretching the truth on an income tax return.,40,2
14,Stretching the truth on an income tax return.,41,2
14,Stretching the truth on an income tax return.,42,1
14,Stretching the truth on an income tax return.,43,2
14,Stretching the truth on an income tax return.,44,2
14,Stretching the truth on an income tax return.,45,2
14,Stretching the truth on an income tax return.,46,2
14,Stretching the truth on an income tax return.,47,2
14,Stretching the truth on an income tax return.,48,2
14,Stretching the truth on an income tax return.,49,2
14,Stretching the truth on an income tax return.,50,1
14,Stretching the truth on an income tax return.,51,1
14,Stretching the truth on an income tax return.,52,2
14,Stretching the truth on an income tax return.,53,2
14,Stretching the truth on an income tax return.,54,2
14,Stretching the truth on an income tax return.,55,2
14,Stretching the truth on an income tax return.,56,1
14,Stretching the truth on an income tax return.,57,2
14,Stretching the truth on an income tax return.,58,2
14,Stretching the truth on an income tax return.,59,2
14,Stretching the truth on an income tax return.,60,1
14,Stretching the truth on an income tax return.,61,1
14,Stretching the truth on an income tax return.,62,2
14,Stretching the truth on an income tax return.,63,2
14,Stretching the truth on an income tax return.,64,2
14,Stretching the truth on an income tax return.,65,2
14,Stretching the truth on an income tax return.,66,1
14,Stretching the truth on an income tax return.,67,2
14,Stretching the truth on an income tax return.,68,2
14,Stretching the truth on an income tax return.,69,2
14,Stretching the truth on an income tax return.,70,2
14,Stretching the truth on an income tax return.,71,2
14,Stretching the truth on an income tax return.,72,2
14,Stretching the truth on an income tax return.,73,2
14,Stretching the truth on an income tax return.,74,2
14,Stretching the truth on an income tax return.,75,2
14,Stretching the truth on an income tax return.,76,2
14,Stretching the truth on an income tax return.,77,2
14,Stretching the truth on an income tax return.,78,2
14,Stretching the truth on an income tax return.,79,2
14,Stretching the truth on an income tax return.,80,2
14,Stretching the truth on an income tax return.,81,1
14,Stretching the truth on an income tax return.,82,1
14,Stretching the truth on an income tax return.,83,2
14,Stretching the truth on an income tax return.,84,2
14,Stretching the truth on an income tax return.,85,2
14,Stretching the truth on an income tax return.,86,2
14,Stretching the truth on an income tax return.,87,2
14,Stretching the truth on an income tax return.,88,2
14,Stretching the truth on an income tax return.,89,1
14,Stretching the truth on an income tax return.,90,2
14,Stretching the truth on an income tax return.,91,2
14,Stretching the truth on an income tax return.,92,2
14,Stretching the truth on an income tax return.,93,2
14,Stretching the truth on an income tax return.,94,2
14,Stretching the truth on an income tax return.,95,2
14,Stretching the truth on an income tax return.,96,2
14,Stretching the truth on an income tax return.,97,2
14,Stretching the truth on an income tax return.,98,1
14,Stretching the truth on an income tax return.,99,2
15,Using a coupon for merchandise you did not buy.,0,2
15,Using a coupon for merchandise you did not buy.,1,1
15,Using a coupon for merchandise you did not buy.,2,1
15,Using a coupon for merchandise you did not buy.,3,1
15,Using a coupon for merchandise you did not buy.,4,2
15,Using a coupon for merchandise you did not buy.,5,1
15,Using a coupon for merchandise you did not buy.,6,1
15,Using a coupon for merchandise you did not buy.,7,2
15,Using a coupon for merchandise you did not buy.,8,1
15,Using a coupon for merchandise you did not buy.,9,2
15,Using a coupon for merchandise you did not buy.,10,1
15,Using a coupon for merchandise you did not buy.,11,2
15,Using a coupon for merchandise you did not buy.,12,1
15,Using a coupon for merchandise you did not buy.,13,2
15,Using a coupon for merchandise you did not buy.,14,1
15,Using a coupon for merchandise you did not buy.,15,2
15,Using a coupon for merchandise you did not buy.,16,1
15,Using a coupon for merchandise you did not buy.,17,2
15,Using a coupon for merchandise you did not buy.,18,1
15,Using a coupon for merchandise you did not buy.,19,2
15,Using a coupon for merchandise you did not buy.,20,1
15,Using a coupon for merchandise you did not buy.,21,1
15,Using a coupon for merchandise you did not buy.,22,1
15,Using a coupon for merchandise you did not buy.,23,2
15,Using a coupon for merchandise you did not buy.,24,1
15,Using a coupon for merchandise you did not buy.,25,2
15,Using a coupon for merchandise you did not buy.,26,1
15,Using a coupon for merchandise you did not buy.,27,2
15,Using a coupon for merchandise you did not buy.,28,1
15,Using a coupon for merchandise you did not buy.,29,1
15,Using a coupon for merchandise you did not buy.,30,2
15,Using a coupon for merchandise you did not buy.,31,2
15,Using a coupon for merchandise you did not buy.,32,2
15,Using a coupon for merchandise you did not buy.,33,1
15,Using a coupon for merchandise you did not buy.,34,2
15,Using a coupon for merchandise you did not buy.,35,1
15,Using a coupon for merchandise you did not buy.,36,1
15,Using a coupon for merchandise you did not buy.,37,2
15,Using a coupon for merchandise you did not buy.,38,1
15,Using a coupon for merchandise you did not buy.,39,2
15,Using a coupon for merchandise you did not buy.,40,1
15,Using a coupon for merchandise you did not buy.,41,2
15,Using a coupon for merchandise you did not buy.,42,1
15,Using a coupon for merchandise you did not buy.,43,2
15,Using a coupon for merchandise you did not buy.,44,2
15,Using a coupon for merchandise you did not buy.,45,2
15,Using a coupon for merchandise you did not buy.,46,1
15,Using a coupon for merchandise you did not buy.,47,1
15,Using a coupon for merchandise you did not buy.,48,2
15,Using a coupon for merchandise you did not buy.,49,2
15,Using a coupon for merchandise you did not buy.,50,1
15,Using a coupon for merchandise you did not buy.,51,2
15,Using a coupon for merchandise you did not buy.,52,2
15,Using a coupon for merchandise you did not buy.,53,2
15,Using a coupon for merchandise you did not buy.,54,5
15,Using a coupon for merchandise you did not buy.,55,1
15,Using a coupon for merchandise you did not buy.,56,2
15,Using a coupon for merchandise you did not buy.,57,1
15,Using a coupon for merchandise you did not buy.,58,1
15,Using a coupon for merchandise you did not buy.,59,2
15,Using a coupon for merchandise you did not buy.,60,2
